Record_ID,Plant_ID,Stack_ID,Flow_Rate_m3_hr,TS,PM2.5,SO2,NOx,Unit,Status,Lat_Lon
E21535,PL-03,S-02,4357.2,23-01-2025 10:15,<5.0,111.2,44.8,ug/m3,OK,"12.9711,77.5943"
E21536,PL-03,S-03,4723.5,23-01-2025 10:15,222.7,86.4,129.9,ug/m3,OK,"12.9722,77.5948"
E21537,LOC-DEL-01,A-01,NULL,23-01-2025 10:15,110.0,71.8,253.0,µg/m³,MAINT,"28.6148,77.2092"
E21538,LOC-DEL-02,A-02,NULL,23-01-2025 10:15,78.8,-1.4,-13.2,ug/m3,OK,"28.6202,77.2151"
E21539,LOC-MUM-01,A-01,0.0,2025-01-23 10:15:00,127.1,57.6,190.7,µg/m³,OK,"19.076,72.8781"
E21540,LOC-BLR-01,A-01,0,23-01-2025 10:15,162.0,< 2.0,114.2,ug/m3,FAULT,"12.9706,77.5943"
E21541,PL-01,S-01,2814.6,23-01-2025 10:30,-4.1,168.3,BDL,ug/m3,MAINT,13.0827;80.2707
E21542,PL-01,S-02,2972.5,23-01-2025 10:30,130.1,36.3,134.0,ug/m3,MAINT,"13.0826,80.2703"
E21543,PL-02,S-01,1555.3,23-01-2025 05:00 UTC,110.0,107.0,140.4,ug/m3, Ok,"19.0769,72.8776"
E21544,PL-03,S-01,4604.7,23-01-2025 10:30,61.9,15.0,15.0,ug/m3,MAINT,"12.9723,77.5954"
E21545,PL-03,S-02,2008.2,23-01-2025 10:30,127.9,118.1,75.8,ug/m3,MAINT,"12.9717,77.5945"
E21546,PL-03,S-03,3709.2,23-01-2025 10:30,90.9,58.1,160.1,ug/m3,FAULT,"12.9723,77.5938"
E21547,LOC-DEL-01,A-01,0.0,23-01-2025 10:30,79.3,6500.0,185.5,ug/m3, ok ,"28.6144,77.2094"
E21548,LOC-DEL-02,A-02,0,23-01-2025 10:30,48.9,171.5,81.5,µg/m³,MAINT,"28.6191,77.215"
E21549,LOC-MUM-01,A-01,0.0,23-01-2025 10:30,147.7,225.9,15.0,ug/m3,FAULT,"19.0764,72.8769"
E21550,LOC-BLR-01,A-01,NULL,23-01-2025 10:30,94.6,133.4,< 2.0,ug/m3,FAULT,"12.9721,77.5936"
E21551,PL-01,S-01,3952.1,23-01-2025 10:45,21.3,71.8,77.8,ug/m3,OK,"13.0821,80.2705"
E21552,PL-01,S-02,1444.5,23-01-2025 10:45,52.5,< 4.0,-6.8,ug/m3,OK,"13.0833,80.2708"
E21553,PL-02,S-01,2141.8,23/01/2025 10:45,188.0,53.5,213.6,mg/Nm3,OK,"19.0765,72.8775"
E21554,PL-03,S-01,2742.1,23-01-2025 10:45,55.3,175.1,26.9,ug/m3,OK,"12.9712,77.594"
E21555,PL-03,S-02,4785.0,23-01-2025 10:45,150.9,<5.0,86.8,ug/m3,FAULT,"12.9723,77.5957"
E21556,PL-03,S-03,4189.1,23-01-2025 05:15 UTC,BDL,7777.0,184.1,ug/m3,OK,"12.972,77.5957"
E21557,LOC-DEL-01,A-01,NULL,23-01-2025 10:45,108.6,117.8,118.9,ug/m3,error,"28.6142,77.21"
E21558,LOC-DEL-02,A-02,0.0,23-01-2025 10:45,134.1,170.5,62.4,ug/m3,FAULT,"77.215,28.62"
E21559,LOC-MUM-01,A-01,0,22-01-2025 24:45,35.7,8500.0,129.9,ug/m3,OK,"19.0764,72.8783"
E21560,LOC-BLR-01,A-01,NULL,23-01-2025 10:45,117.5,131.1,71.2,mg/Nm3,MAINT,"12.971,77.5949"
E21561,PL-01,S-01,3425.4,23-01-2025 11:00,-8.2,6500.0,105.3,ug/m3,FAULT,"13.0825,80.2699"
E21562,PL-01,S-02,1980.7,23-01-2025 11:00,120.0,141.4,,ug/m3,OK,"13.0831,80.2708"
E21563,PL-02,S-01,3306.6,23-01-2025 11:00,33.0,75.1,109.0,ug/m3, maint,"72.8777,19.076"
E21564,PL-03,S-01,3048.4,23-01-2025 11:00,52.2,206.7,181.7,ug/m3,OK,"12.9716,77.5953"
E21565,PL-03,S-02,2111.6,23-01-2025 11:00,155.9,104.7,85.5,µg/m³,maintenance,"12.9718,77.595"
E21566,PL-03,S-03,1001.8,23-01-2025 11:00,<5.0,103.8,240.6,ug/m3,OK,"12.9724,77.5946"
E21567,LOC-DEL-01,A-01,NULL,23-01-2025 11:00,67.4,15.0,15.0,ug/m3,ok ,"28.6143,77.2085"
E21568,LOC-DEL-02,A-02,0.0,23-01-2025 11:00,94.7,139.0,76.4,ug/m3,FAULT,"28.6203,77.2145"
E21569,LOC-MUM-01,A-01,,23-01-2025 11:00,68.6,162.4,177.0,ug/m3, ok ,"19.0765,72.8783"
E21570,LOC-BLR-01,A-01,0,23-01-2025 11:00,192.2,100.8,166.4,ug/m3,OK,"12.9707,77.5952"
E21571,PL-01,S-01,3759.4,23-01-2025 11:15,146.2,68.1,BDL,ug/m3,FAULT,"13.0832,80.27"
E21572,PL-01,S-02,2601.1,23-01-2025 11:15,79.5,BDL,175.9,ug/m3,FAULT,"13.0837,80.272"
E21573,PL-02,S-01,3875.6,23-01-2025 11:15,127.8,9999.0,173.9,ug/m3,FAULT,"19.0752,72.8776"
E21574,PL-03,S-01,2602.9,23-01-2025 11:15,-10.7,168.8,142.7,ug/m3,FAULT,"12.9724,77.5949"
E21575,PL-03,S-02,3133.1,23-01-2025 11:15,160.1,142.7,119.7,ug/m3,FAULT,"12.9711,77.5945"
E21576,PL-03,S-03,3178.8,23-01-2025 11:15,125.1,82.7,154.8,ug/m3,OFFLINE,"12.9726,77.5954"
E21577,LOC-DEL-01,A-01,0,23-01-2025 11:15,222.5,140.3,80.6,ug/m3,OFFLINE,"28.6134,77.2099"
E21578,LOC-DEL-02,A-02,0,23-01-2025 11:15,196.6,,131.0,ug/m3, fault ,"28.6195,77.2144"
E21579,LOC-MUM-01,A-01,0,23-01-2025 11:15,245.9,166.6,-12.1,ug/m3,OK,"19.0765,72.8779"
E21580,LOC-BLR-01,A-01,0,23-01-2025 11:15,,119.0,8500.0,ug/m3,MAINT,"12.9722,77.5945"
E21581,PL-01,S-01,1721.6,23-01-2025 11:30,81.7,,123.5,ug/m3,MAINT,"13.0818,80.2715"
E21582,PL-01,S-02,4252.3,23-01-2025 11:30,141.1,130.9,130.9,ug/m3,FAULT,"13.0835,80.2705"
E21583,PL-02,S-01,4328.9,23-01-2025 11:30,118.7,228.6,148.0,ug/m3,FAULT,"19.0752,72.8774"
E21584,PL-03,S-01,2204.0,22-01-2025 24:30,112.0,96.9,51.1,ug/m3,FAULT,"12.9724,77.5943"
E21585,PL-03,S-02,2810.6,23-01-2025 11:30,132.0,8500.0,25.1,ug/m3,OK,"12.9724,77.5953"
E21586,PL-03,S-03,2214.3,2025-01-23 11:30:00,132.5,63.6,174.4,ug/m3,OK,"12.9712,77.5945"
E21587,LOC-DEL-01,A-01,0.0,23/01/2025 11:30,161.2,82.8,-12.7,ug/m3, Ok,"28.6148,77.209"
E21588,LOC-DEL-02,A-02,,23-01-2025 11:30,219.6,188.4,6500.0,ug/m3,FAULT,"28.6204,77.2159"
E21589,LOC-MUM-01,A-01,NULL,23-01-2025 11:30,126.5,138.9,204.3,ug/m3,MAINT,"19.0766,72.8771"
E21590,LOC-BLR-01,A-01,,23-01-2025 11:30,121.1,-3.6,135.8,ug/m3,OK,"12.9715,77.5942"
E21591,PL-01,S-01,1416.0,23-01-2025 11:45,135.4,76.9,189.5,ug/m3,OK,"13.0822,80.2709"
E21592,PL-01,S-02,4398.4,23-01-2025 11:45,128.5,112.0,113.5,mg/Nm3,MAINT,"13.0828,80.2704"
E21593,PL-02,S-01,2903.2,23-01-2025 11:45,118.1,32.3,48.8,ug/m3, Ok,"19.076,72.8775"
E21594,PL-03,S-01,3723.3,23-01-2025 11:45,173.5,15.0,78.4,µg/m³,  MAINT ,"12.9706,77.5939"
E21596,PL-03,S-03,2602.2,23-01-2025 11:45,106.9,148.0,207.8,ug/m3,MAINT,"12.9712,77.5946"
E21597,LOC-DEL-01,A-01,0,23-01-2025 11:45,-3.7,,198.5,µg/m³,OK,"28.6136,77.2092"
E21598,LOC-DEL-02,A-02,0,23-01-2025 11:45,151.2,182.2,200.7,ug/m3,FAULT,"28.6191,77.215"
E21599,LOC-MUM-01,A-01,NULL,23/01/2025 11:45,195.9,142.3,55.3,ug/m3,OK,"19.0759,72.8773"
E21600,LOC-BLR-01,A-01,,23-01-2025 11:45,117.6,146.9,172.2,ug/m3, ok ,"12.971,77.594"
E21602,PL-01,S-02,3601.1,23-01-2025 12:00,104.2,176.2,255.5,ug/m3,down,"13.083,80.2717"
E21603,PL-02,S-01,2468.7,23-01-2025 12:00,51.0,81.7,148.1,ug/m3,  MAINT ,"19.0754,72.8777"
E21604,PL-03,S-01,4377.5,23-01-2025 12:00,103.9,205.6,111.2,µg/m³,MAINT,"12.9721,77.5943"
E21605,PL-03,S-02,1620.8,23-01-2025 12:00,124.2,143.8,118.4,ug/m3,FAULT,"12.9727,77.596"
E21606,PL-03,S-03,3283.9,23-01-2025 12:00,189.8,124.9,87.8,ug/m3,OK,"12.9711,77.5952"
E21607,LOC-DEL-01,A-01,0.0,23-01-2025 12:00,133.3,,9999.0,ug/m3,FAULT,"28.6135,77.2094"
E21608,LOC-DEL-02,A-02,,23-01-2025 12:00,60.4,274.0,103.8,ug/m3,FAULT,"28.6192,77.2142"
E21609,LOC-MUM-01,A-01,NULL,23-01-2025 12:00,93.7,138.3,37.3,ug/m3,MAINT,"19.0753,72.878"
E21610,LOC-BLR-01,A-01,NULL,23-01-2025 12:00,46.8,147.8,86.9,µg/m³,FAULT,"12.9717,77.595"
E21611,PL-01,S-01,3122.0,23-01-2025 12:15,104.8,15.0,65.5,ug/m3,OK,"13.0835,80.2715"
E21612,PL-01,S-02,1194.7,23-01-2025 12:15,182.2,143.1,62.4,ug/m3,FAULT,"13.0829,80.2719"
E21613,PL-02,S-01,1542.7,23-01-2025 12:15,8500.0,16.0,133.6,ug/m3,FAULT,"19.0755,72.878"
E21614,PL-03,S-01,2951.9,23-01-2025 12:15,-8.1,110.1,111.3,ug/m3,MAINT,"12.9715,77.595"
E21615,PL-03,S-02,3896.0,23-01-2025 12:15,< 5.0,<5.0,< 5.0,mg/Nm3,OK,"12.9728,77.5941"
E21616,PL-03,S-03,4902.2,23-01-2025 12:15,214.2,76.0,146.9,ug/m3,OK,"12.9717,77.5949"
E21617,LOC-DEL-01,A-01,0,23-01-2025 12:15,-13.5,120.9,194.1,ug/m3, maint,"28.6149,77.2084"
E21618,LOC-DEL-02,A-02,0,23-01-2025 12:15,140.4,159.4,175.3,µg/m³,maintenance,"28.6198,77.2151"
E21619,LOC-MUM-01,A-01,0,23-01-2025 12:15,181.9,152.9,62.3,µg/m³,MAINT,"19.0768,72.8772"
E21620,LOC-BLR-01,A-01,0.0,23-01-2025 06:45 UTC,<1.0,95.1,15.0,mg/Nm3,FAULT,"12.9718,77.594"
E21621,PL-01,S-01,3947.2,23-01-2025 12:30,205.0,94.0,79.1,ug/m3,error,"13.0829,80.2713"
E21622,PL-01,S-02,1761.7,23-01-2025 12:30,161.2,128.8,103.6,ug/m3,  OK  ,"13.0822,80.2704"
E21623,PL-02,S-01,2477.2,23-01-2025 12:30,155.1,161.2,-13.5,mg/Nm3,MAINT,"19.0758,72.8779"
E21625,PL-03,S-02,2209.6,23-01-2025 12:30,193.4,152.9,92.0,ug/m3,FAULT,"12.9722,77.5951"
E21626,PL-03,S-03,4010.0,23-01-2025 12:30,123.6,127.6,15.0,ug/m3,FAULT,"12.9708,77.5946"
E21627,LOC-DEL-01,A-01,0,23-01-2025 12:30,207.9,BDL,178.3,ug/m3,  OK  ,"28.614,77.2096"
E21628,LOC-DEL-02,A-02,0.0,23-01-2025 12:30,111.2,17.5,139.6,mg/Nm3,FAULT,"28.62,77.2156"
E21629,LOC-MUM-01,A-01,0.0,23-01-2025 12:30,102.3,56.1,175.5,ug/m3,FAULT,"19.0767,72.8781"
E21630,LOC-BLR-01,A-01,NULL,23-01-2025 12:30,133.4,110.7,192.3,ug/m3,MAINT,"12.9712,77.5938"
E21631,PL-01,S-01,2692.4,23-01-2025 12:45,-14.0,-7.0,109.8,µg/m³,offline,"13.0833,80.271"
E21632,PL-01,S-02,3214.2,23-01-2025 12:45,157.6,122.8,15.0,mg/Nm3,MAINT,"13.0826,80.2708"
E21633,PL-02,S-01,3384.8,2025-01-23 12:45:00,107.5,154.4,222.0,ug/m3,MAINT,"19.0759,72.8785"
E21634,PL-03,S-01,2233.1,23-01-2025 12:45,83.8,127.7,68.0,ug/m3,MAINT,"12.9719,77.5939"
E21635,PL-03,S-02,2239.7,23-01-2025 12:45,139.3,96.4,209.4,ug/m3,OK,"12.9718,77.5959"
E21636,PL-03,S-03,4172.1,23-01-2025 12:45,119.8,6500.0,<5.0,ug/m3,OK,"12.9718,77.5943"
E21637,LOC-DEL-01,A-01,NULL,23-01-2025 12:45,62.9,63.5,109.2,ug/m3,OK,"28.6138,77.2085"
E21638,LOC-DEL-02,A-02,,23-01-2025 12:45,38.2,227.8,73.2,ug/m3, fault ,"28.6198,77.216"
E21639,LOC-MUM-01,A-01,0,23-01-2025 12:45,81.6,26.7,106.5,ug/m3,DOWN  ,"19.075,72.8781"
E21640,LOC-BLR-01,A-01,0.0,23-01-2025 12:45,121.0,134.1,121.8,µg/m³,OK,"12.971,77.5943"
E21641,PL-01,S-01,1576.9,23-01-2025 13:00,140.8,95.0,203.1,mg/Nm3,MAINT,"13.0823,80.2715"
E21642,PL-01,S-02,2842.3,23-01-2025 13:00,191.4,161.4,-14.9,ug/m3,MAINT,"13.0838,80.2715"
E21643,PL-02,S-01,4918.3,23-01-2025 13:00,-7.2,212.5,46.6,ug/m3,FAULT,"19.0758,72.8771"
E21644,PL-03,S-01,1010.2,23-01-2025 13:00,165.7,93.9,-4.7,ug/m3,OK,"12.9715,77.5956"
E21645,PL-03,S-02,4807.3,23-01-2025 13:00,15.0,234.7,69.6,ug/m3,OK,"12.9721,77.5947"
E21647,LOC-DEL-01,A-01,NULL,23-01-2025 13:00,15.0,207.8,106.9,ug/m3,MAINT,"28.614,77.2087"
E21648,LOC-DEL-02,A-02,,23-01-2025 13:00,115.9,175.6,204.1,ug/m3,down,"28.6208,77.2141"
E21649,LOC-MUM-01,A-01,,23-01-2025 13:00,135.7,130.9,30.0,ug/m3,MAINT,"19.0763,72.8786"
E21650,LOC-BLR-01,A-01,NULL,23-01-2025 13:00,43.4,209.7,117.0,ug/m3, fault ,"12.9713,77.5945"
E21651,PL-01,S-01,1204.7,23-01-2025 13:15,60.0,85.5,<5.0,ug/m3,FAULT,"13.0829,80.2697"
E21654,PL-03,S-01,2527.2,23-01-2025 13:15,102.1,99.9,155.8,ug/m3,MAINT,"12.9707,77.5955"
E21655,PL-03,S-02,1385.3,23-01-2025 07:45 UTC,175.9,120.6,< 5.0,ug/m3,MAINT,"12.9722,77.5942"
E21656,PL-03,S-03,3123.7,23-01-2025 13:15,75.5,91.5,231.3,ug/m3,FAULT,"12.9713,77.5958"
E21657,LOC-DEL-01,A-01,NULL,23-01-2025 13:15,<1.0,172.2,155.1,ug/m3,FAULT,"28.6136,77.2098"
E21658,LOC-DEL-02,A-02,,23-01-2025 13:15,165.6,-9.6,92.9,µg/m³,OK,"28.6197,77.2146"
E21659,LOC-MUM-01,A-01,,23-01-2025 13:15,91.5,99.4,149.8,ug/m3,OK,"19.0757,72.8773"
E21660,LOC-BLR-01,A-01,0,23-01-2025 13:15,84.6,15.0,9999.0,ug/m3,  OK  ,"12.9718,77.5942"
E21661,PL-01,S-01,4394.7,23-01-2025 13:30,117.4,173.8,58.0,ug/m3,MAINT,"13.0817,80.2703"
E21662,PL-01,S-02,1485.2,23-01-2025 13:30,-9.8,68.5,115.5,mg/Nm3,down,"13.0835,80.2721"
E21663,PL-02,S-01,3121.5,23-01-2025 13:30,-8.9,7777.0,192.8,ug/m3,MAINT,"19.0763,72.8775"
E21664,PL-03,S-01,4235.2,23-01-2025 13:30,-10.5,118.0,169.9,µg/m³,OK,"12.9716,77.5942"
E21665,PL-03,S-02,3219.1,23-01-2025 13:30,134.2,60.3,103.7,ug/m3,MAINT,"12.9724,77.5955"
E21666,PL-03,S-03,4851.0,23-01-2025 13:30,162.6,<5.0,15.0,ug/m3,FAULT,"12.9714,77.5955"
E21668,LOC-DEL-02,A-02,0.0,23-01-2025 13:30,61.4,78.4,113.2,ug/m3,MAINT,"28.6191,77.2146"
E21669,LOC-MUM-01,A-01,NULL,23/01/2025 13:30,120.6,82.1,162.1,ug/m3,FAULT,"19.0754,72.8773"
E21670,LOC-BLR-01,A-01,0,23-01-2025 13:30,-4.5,144.4,107.3,ug/m3,OK,"12.9721,77.5953"
E21671,PL-01,S-01,3708.1,23-01-2025 13:45,33.5,152.7,114.4,ug/m3,  MAINT ,"13.082,80.2714"
E21672,PL-01,S-02,2860.5,23-01-2025 08:15 UTC,15.0,111.6,170.2,ug/m3,MAINT,"13.0827,80.272"
E21673,PL-02,S-01,2631.5,23-01-2025 13:45,104.3,123.2,36.6,µg/m³,offline,"19.0756,72.878"
E21674,PL-03,S-01,4864.2,23-01-2025 13:45,199.5,93.0,153.3,ug/m3,  MAINT ,"12.9724,77.5937"
E21675,PL-03,S-02,3285.6,23-01-2025 13:45,71.1,108.1,<5.0,ug/m3,OK,"12.9729,77.5951"
E21676,PL-03,S-03,3356.9,23-01-2025 13:45,117.0,169.5,129.1,µg/m³,OFFLINE,"12.9709,77.5947"
E21677,LOC-DEL-01,A-01,,23-01-2025 13:45,232.9,96.1,33.9,µg/m³,  OK  ,"28.614,77.208"
E21678,LOC-DEL-02,A-02,,23-01-2025 13:45,8500.0,122.0,129.7,ug/m3,OK,"28.6196,77.2151"
E21679,LOC-MUM-01,A-01,,23-01-2025 13:45,34.4,69.0,167.7,ug/m3,OK,"19.0764,72.8785"
E21680,LOC-BLR-01,A-01,,23-01-2025 13:45,148.4,199.2,85.0,µg/m³,FAULT,"12.9717,77.5953"
E21681,PL-01,S-01,2494.0,23-01-2025 14:00,250.4,127.7,50.3,ug/m3,MAINT,"13.0822,80.2703"
E21682,PL-01,S-02,3410.4,23-01-2025 14:00,176.8,123.7,182.5,ug/m3,MAINT,"13.0823,80.2712"
E21683,PL-02,S-01,4460.5,23/01/2025 14:00,88.8,137.6,104.8,ug/m3,MAINT,"19.077,72.8785"
E21685,PL-03,S-02,1364.5,23-01-2025 14:00,BDL,127.1,120.1,µg/m³,OK,"12.9718,77.5952"
E21686,PL-03,S-03,3575.9,23-01-2025 14:00,132.1,178.3,113.3,ug/m3,OK,"12.9712,77.595"
E21687,LOC-DEL-01,A-01,0.0,23-01-2025 14:00,201.8,77.2,88.1,ug/m3,MAINT,"28.6138,77.2081"
E21688,LOC-DEL-02,A-02,NULL,23-01-2025 14:00,126.4,-12.1,6500.0,ug/m3,OFFLINE,"28.6196,77.2147"
E21689,LOC-MUM-01,A-01,0.0,23-01-2025 14:00,93.9,-3.5,110.6,ug/m3,FAULT,"19.0751,72.8768"
E21690,LOC-BLR-01,A-01,,23-01-2025 14:00,155.5,197.8,90.8,ug/m3,MAINT,"12.9709,77.5952"
E21691,PL-01,S-01,4648.4,23-01-2025 14:15,208.1,202.2,118.3,ug/m3, Ok,"13.0824,80.271"
E21692,PL-01,S-02,2052.4,23/01/2025 14:15,139.7,118.5,162.2,ug/m3,  OK  ,"13.0831,80.271"
E21694,PL-03,S-01,1676.7,23-01-2025 14:15,20.7,,76.4,ug/m3,MAINT,"12.9709,77.5946"
E21695,PL-03,S-02,2977.6,23-01-2025 14:15,179.1,189.4,116.7,ug/m3,MAINT,"12.972,77.5948"
E21697,LOC-DEL-01,A-01,,23-01-2025 08:45 UTC,104.7,222.0,92.5,µg/m³,FAULT,"28.613,77.2093"
E21698,LOC-DEL-02,A-02,,23-01-2025 14:15,15.0,89.2,148.5,ug/m3,FAULT,"28.6209,77.2149"
E21699,LOC-MUM-01,A-01,NULL,23-01-2025 08:45 UTC,111.2,147.0,66.0,ug/m3,FAULT,"19.0759,72.877"
E21700,LOC-BLR-01,A-01,0,23-01-2025 14:15,,<2.0,-13.8,µg/m³,OFFLINE,"12.9708,77.594"
E21701,PL-01,S-01,3114.1,22-01-2025 24:30,158.5,145.4,-4.3,ug/m3,FAULT,"13.0831,80.2703"
E21702,PL-01,S-02,1890.9,23-01-2025 14:30,15.0,96.9,144.2,ug/m3,OK,"13.0831,80.2705"
E21703,PL-02,S-01,2885.2,23-01-2025 14:30,148.5,145.6,125.2,ug/m3,FAULT,"19.0767,72.8771"
E21704,PL-03,S-01,4739.3,23-01-2025 14:30,86.3,161.8,158.5,µg/m³,FAULT,"12.9722,77.5956"
E21705,PL-03,S-02,4051.9,22-01-2025 24:30,126.4,154.4,142.0,ug/m3,FAULT,"12.9713,77.5943"
E21706,PL-03,S-03,3318.7,23-01-2025 14:30,111.5,194.9,<5.0,ug/m3,Error 404,"12.9721,77.5943"
E21707,LOC-DEL-01,A-01,NULL,23-01-2025 14:30,92.4,93.6,111.8,ug/m3,FAULT,"28.6145,77.2096"
E21709,LOC-MUM-01,A-01,0.0,23-01-2025 14:30,94.7,133.4,204.7,µg/m³,OK,"19.075,72.8774"
E21710,LOC-BLR-01,A-01,NULL,23-01-2025 14:30,15.0,123.7,168.1,ug/m3,OK,"12.9716,77.5955"
E21711,PL-01,S-01,3327.0,23/01/2025 14:45,92.6,15.0,<5.0,ug/m3,FAULT,"13.0827,80.2717"
E21712,PL-01,S-02,1260.8,23-01-2025 14:45,94.1,-4.9,34.9,µg/m³,MAINT,"13.0838,80.2705"
E21713,PL-02,S-01,4085.0,23-01-2025 14:45,209.7,38.3,6500.0,ug/m3,ok ,"19.0767,72.877"
E21714,PL-03,S-01,1716.0,23-01-2025 14:45,87.9,-1.5,127.2,ug/m3,FAULT,"12.9715,77.5951"
E21715,PL-03,S-02,4012.0,23-01-2025 14:45,151.5,110.4,BDL,ug/m3,MAINT,"12.9711,77.5958"
E21716,PL-03,S-03,2557.7,23-01-2025 14:45,117.7,112.9,73.1,ug/m3, Ok,"12.9713,77.5951"
E21717,LOC-DEL-01,A-01,0.0,23/01/2025 14:45,161.2,178.3,202.1,ug/m3,FAULT,"28.6144,77.208"
E21718,LOC-DEL-02,A-02,0,23-01-2025 14:45,-14.6,173.0,131.8,ug/m3,OK,"28.6206,77.2141"
E21719,LOC-MUM-01,A-01,0,23-01-2025 14:45,176.6,194.5,<2.0,ug/m3,FAULT,"19.0767,72.8775"
E21721,PL-01,S-01,3665.5,23-01-2025 15:00,85.1,86.3,212.5,ug/m3,FAULT,"13.0821,80.2699"
E21723,PL-02,S-01,2323.8,23-01-2025 15:00,126.2,8500.0,139.2,ug/m3,OK,"19.0769,72.8767"
E21724,PL-03,S-01,3560.4,23-01-2025 15:00,153.8,243.2,15.0,µg/m³,OK,"12.9715,77.5956"
E21725,PL-03,S-02,2058.1,23-01-2025 15:00,160.0,BDL,23.1,mg/Nm3,maintenance,"12.972,-999.0"
E21726,PL-03,S-03,3872.3,23-01-2025 15:00,174.4,197.4,52.1,ug/m3,OK,"12.9716,77.5956"
E21727,LOC-DEL-01,A-01,0.0,23-01-2025 15:00,183.2,112.6,164.7,ug/m3,OK,"28.6139,77.2097"
E21728,LOC-DEL-02,A-02,0.0,23/01/2025 15:00,236.4,26.9,161.6,ug/m3,MAINT,"28.6206,77.2154"
E21730,LOC-BLR-01,A-01,NULL,2025-01-23 15:00:00,7777.0,205.2,158.4,ug/m3,FAULT,"12.9717,77.594"
E21732,PL-01,S-02,4802.3,2025-01-23 15:15:00,64.0,88.9,-5.5,ug/m3,offline,"13.0826,80.271"
E21733,PL-02,S-01,4156.2,23-01-2025 15:15,104.2,247.0,91.8,mg/Nm3,MAINT,"19.0756,72.8787"
E21734,PL-03,S-01,4301.4,23-01-2025 15:15,80.3,24.9,144.1,ug/m3,OK,"12.9719,77.5948"
E21735,PL-03,S-02,1396.2,23-01-2025 15:15,76.0,97.2,74.0,ug/m3,MAINT,"12.9719,77.5943"
E21736,PL-03,S-03,3245.0,23-01-2025 15:15,94.0,188.2,100.9,ug/m3,FAULT,"12.9726,77.5946"
E21737,LOC-DEL-01,A-01,NULL,23-01-2025 15:15,190.0,62.8,-6.6,ug/m3,MAINT,"28.6143,77.2093"
E21738,LOC-DEL-02,A-02,NULL,23-01-2025 15:15,225.5,50.4,210.2,ug/m3,FAULT,"28.6191,77.2152"
E21739,LOC-MUM-01,A-01,0,23-01-2025 15:15,130.4,-14.4,61.2,ug/m3,OK,"19.0756,72.8778"
E21740,LOC-BLR-01,A-01,NULL,23-01-2025 15:15,133.4,-14.6,199.3,ug/m3,maintenance,"12.9707,77.5955"
E21742,PL-01,S-02,3123.3,23-01-2025 15:30,9999.0,147.1,87.9,mg/Nm3,MAINT,"13.0835,80.2713"
E21743,PL-02,S-01,2203.7,2025-01-23 15:30:00,199.1,8500.0,231.3,ug/m3,error,"19.0762,72.8785"
E21744,PL-03,S-01,3058.9,23-01-2025 15:30,53.1,83.1,39.0,ug/m3,MAINT,"12.9722,77.5946"
E21745,PL-03,S-02,1663.4,23-01-2025 15:30,-9.9,106.0,174.7,ug/m3,FAULT,"12.9715,77.5955"
E21746,PL-03,S-03,3706.8,23-01-2025 15:30,209.7,106.3,30.6,ug/m3,FAULT,"12.9725,77.5941"
E21747,LOC-DEL-01,A-01,NULL,23-01-2025 15:30,181.4,186.2,92.4,ug/m3,FAULT,"28.6133,77.21"
E21748,LOC-DEL-02,A-02,0.0,23/01/2025 15:30,125.6,170.7,-1.3,mg/Nm3,DOWN  ,"28.6198,77.2142"
E21749,LOC-MUM-01,A-01,0.0,23-01-2025 15:30,8500.0,74.7,105.0,ug/m3,OK,"19.0751,72.8769"
E21750,LOC-BLR-01,A-01,,23-01-2025 15:30,102.4,166.7,110.2,ug/m3,OFFLINE,"12.9712,77.594"
E21751,PL-01,S-01,2941.7,23-01-2025 15:45,6500.0,117.4,,ug/m3,MAINT,"13.0831,80.2698"
E21752,PL-01,S-02,3433.8,23-01-2025 15:45,177.6,201.6,196.9,ug/m3,FAULT,"13.0829,80.2704"
E21753,PL-02,S-01,2243.5,23-01-2025 15:45,92.7,111.1,8500.0,ug/m3,MAINT,"19.0752,72.878"
E21754,PL-03,S-01,4010.0,23-01-2025 15:45,114.2,124.3,178.4,ug/m3,FAULT,"12.9723,77.5946"
E21755,PL-03,S-02,4989.5,23-01-2025 15:45,129.9,173.3,176.4,ug/m3,MAINT,"12.9718,77.5943"
E21756,PL-03,S-03,2842.0,23-01-2025 15:45,56.6,75.1,152.2,ug/m3,OK,"12.9716,77.595"
E21757,LOC-DEL-01,A-01,,23-01-2025 15:45,113.0,113.3,154.3,µg/m³,OK,"28.6148,77.21"
E21758,LOC-DEL-02,A-02,0.0,23-01-2025 15:45,16.1,9999.0,207.8,ug/m3,DOWN  ,"28.6206,77.2151"
E21759,LOC-MUM-01,A-01,0.0,23-01-2025 15:45,95.4,127.8,118.7,µg/m³,FAULT,"19.0752,72.8786"
E21760,LOC-BLR-01,A-01,NULL,23-01-2025 15:45,118.3,,17.3,ug/m3,  OK  ,"12.972,77.5938"
E21761,PL-01,S-01,3208.6,23-01-2025 16:00,127.1,137.8,159.1,mg/Nm3,OK,"13.0836,80.2714"
E21762,PL-01,S-02,1120.0,23-01-2025 16:00,,152.2,119.7,ug/m3,OK,"13.0836,80.2707"
E21763,PL-02,S-01,1858.1,23-01-2025 16:00,114.5,146.1,133.7,mg/Nm3,FAULT,"19.0767,72.878"
E21764,PL-03,S-01,4535.4,23-01-2025 10:30 UTC,65.1,95.3,119.9,ug/m3, ok ,"12.9715,77.595"
